reviewer_id,review,response_1,accuracy,grammatical_correctness,relevancy,specificity
200042105,Very nicee.i love food of soul given.thank u!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation; it warms our hearts to hear that the app’s “food of the soul” is nourishing you. Al‑hamdulillah, we are grateful that the features bring you spiritual benefit and peace.  

To continue receiving this blessed nourishment, you may explore the audio recitations of beloved qāriʾs (e.g., Mishary Al‑Afasy, Husary) or set a daily Quran Planner reminder so each day you can sip a fresh portion of divine guidance. If you have any ideas for new content or wish to share further thoughts, please submit them at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept your love for the Qur’an and keep your heart ever‑filled with His light. BarakAllahu feekum.",5,5,5,5
200042105,Best for practicing Muslim & help full 💝✨👍,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app is “best for practicing Muslim” and truly helpful brings great joy to our team, and we are grateful to Allah for enabling us to serve the Ummah.

If you wish to deepen your daily worship even further, we invite you to explore features such as the Quran Planner for personalized reading schedules, the diverse audio recitations and translations, or the topic‑explorer for gaining insight into specific verses. Should you have any ideas for new content or improvements, please submit them at feedback.gtaf.org so we can continue to enhance this blessed service. May Allah accept your good deeds and keep you steadfast. BarakAllahu feekum.",5,5,5,5
200042105,This App Very Helpful Thanks For Making This 💙,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are humbled to hear that you find the app very helpful and that it serves you well in your journey with the Qur’an. Your appreciation encourages us to continue offering tools that make recitation, study, and daily planning easier for the Ummah.

If you ever wish to explore more features—such as the Quran Planner, audio recitations, or the topic‑based search—simply tap the corresponding icons in the menu, and you’ll find step‑by‑step guidance within the app. Should you have any ideas for improvement or encounter any difficulty, please submit your feedback at feedback.gtaf.org so we can serve you better. May Allah accept your good deeds and increase you in knowledge; BarakAllahu feekum.",5,5,5,5
200042105,Best app to learn Quran without ads.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words—knowing that you find the app the “best” for learning the Qur’an and appreciate its ad‑free experience truly warms our hearts. Your satisfaction encourages us to continue serving the Ummah with a humble spirit, striving to make the Qur’an accessible and beloved for all believers.  

To keep benefiting from this blessing, we invite you to explore the rich audio recitations, Qur’an Planner, and topic‑exploration tools that are also ad‑free, and to download your favorite surahs for offline study. Should you have any ideas for further improvement, please submit them at feedback.gtaf.org so we may serve you even better. May Allah accept our efforts and grant you ease in your Qur’an journey. BarakAllahu feekum.",5,5,5,5
200042105,It is the best app I have ever seen..I love this app,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your love for the app; hearing that it is “the best app I have ever seen” fills our hearts with gratitude and motivates us to keep serving the Ummah with sincere effort. Al‑hamdulillah, we are pleased that the features have been a source of benefit and joy for you.  

We invite you to continue deepening your connection with the Qur’an by exploring the Quran Planner, the diverse reciters, and the topic‑exploration tools, and perhaps share the app with family and friends so they too may gain its blessings. Should you have any ideas for new content or improvements, please submit them at feedback.gtaf.org so we can enhance the service for all. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,5,5,5
200042105,"This app is good, I enjoy using it","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app. We are delighted to hear that you enjoy using it, and your appreciation encourages us to continue providing a resource that helps the Ummah connect more deeply with the Qur’an.  

If you ever wish to explore new features, set personalized reading plans, or try different reciters, simply tap the menu icons to customize your experience. Should you have any suggestions or encounter an issue, you may submit feedback at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and bless your continued journey with the Qur’an. BarakAllahu feekum.",5,5,5,5
200042105,I get more experience alot by using this application.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience; we are delighted to hear that the app has enriched your knowledge and brought you greater benefit. Your positive words encourage us to keep striving to serve the Ummah with a tool that deepens our connection to the Qur’an and Islamic learning.  

To continue gaining even more blessings, you may explore features such as the Quran Planner for a steady reading schedule, the audio recitations by renowned qāriʾs, or the topic‑explorer for deeper study. If you have any suggestions or encounter anything you wish to improve, please let us know at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and increase you in beneficial knowledge. BarakAllahu feekum.",5,5,5,5
200042105,It is an useful app to quran lover.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to know that it serves a Quran lover like yourself. Al‑hamdulillah, we strive to make every feature a means of drawing closer to Allah’s words, and your appreciation encourages us to continue this noble service to the Ummah.

To enrich your experience, you might try the following steps:  
1. Open the app’s main menu and tap **“Audio Recitations”** to select a beloved reciter such as Mishary Al‑Afasy or Husary for a soothing listening experience.  
2. Use the **Quran Planner** (Menu → Planner) to set a daily reading goal that fits your schedule, enabling reminders that keep you consistent.  
3. Explore **Mushaf Mode** by tapping the book icon, allowing you to read the Qur’an in the familiar page layout while still accessing translations with a long‑press on any ayah.

May Allah accept your love for the Qur’an and grant you ease in your ibādah. BarakAllahu feekum, and please feel free to share any further suggestions at feedback.gtaf.org. May Allah accept from you and us.",5,5,5,5
200042105,this the best featured quran app i have ever seen but it would be best of the best if you add tafsir ibn khatir in bangla with full version. over all excellent jazakallah khair for such good work.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app and for your heartfelt suggestion to include the full Bangla translation of Tafsir Ibn Khatir. We are truly grateful for users like you who help us improve this service for the Ummah, and we understand how valuable such a resource would be for deepening one’s understanding of the Qur’an.

To ensure your request is recorded and examined by our development team, please submit the detailed suggestion at **feedback.gtaf.org**. Our team regularly reviews submissions and prioritizes features that best serve the community, such as offline access or searchable text. May Allah accept your good intentions and grant you ease in your worship. BarakAllahu feekum.",5,5,5,5
200042147,"Assalamualaikum, it is really wonderfully app for Muslim.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it brings us great joy to hear that you find it wonderful and beneficial for your Muslim life. Your appreciation encourages us to continue serving the Ummah with sincere effort and humility.  

If you have any specific features you love or ideas for new tools that could further support your daily Qur’an reading, prayer, or learning, please let us know by submitting feedback at feedback.gtaf.org so we can consider them in future updates. May Allah accept your gratitude and bless your use of this app in seeking His pleasure. BarakAllahu feekum.",4,4,5,4
200042147,It's really convenient and useful. Keep the good work.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are delighted to hear that you find the app convenient and useful. Your encouragement strengthens our resolve to continue serving the Ummah with a reliable tool for Qur’an study and worship.  

If you wish to explore more blessings, you might try the Quran Planner to set daily reading goals, or browse the diverse recitations and translations to enrich your experience. Should you have any suggestions or encounter anything needing attention, please let us know at feedback.gtaf.org so we can keep improving. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,5,4,4
200042147,Very helpful to learn meaning of individual words. Easy to navigate. JazakAllah,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are grateful to hear that the word‑by‑word meanings and the easy navigation are helping you connect with the Qur’an. Your appreciation encourages us to continue serving the Ummah with sincere effort and humility.  

To further enrich your study, you may tap the speaker icon beside any word to hear its pronunciation, and you can enable offline access by opening **Settings → Download Data** so the meanings are available anytime, even without internet. Should you have more ideas or encounter any issue, please let us know at **feedback.gtaf.org**. May Allah accept our intentions and grant you continued ease in learning His Book. BarakAllahu feekum.",5,4,4,5
200042147,"This app is a very lovely app......they got all ave been searching for, may Allah bless the organiser of the app.....jazakum allahu khayron amin","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an kasīran for sharing such a heartfelt appreciation of the app; it truly lifts our hearts to hear that you have found everything you were seeking, and we pray that Allah blesses the team behind it, as you have asked. Al‑ḥamdu lillāh for enabling us to serve the Ummah with a tool that supports your Qur’ān recitation, study, and daily planning.

May you continue to benefit from the recitations, the Planner, and the many study tools the app offers; if you ever have ideas for new languages, features, or any other feedback, please let us know at feedback.gtaf.org so we can keep improving this Khidmah for all believers. May Allah accept your good deeds and keep your Qur’ān connection strong. BarakAllahu feekum.",5,4,4,4
200042147,This apps really work best.Love it😍,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your love for the app; it warms our hearts to hear that it serves you well and brings you joy. Your kind words encourage us to continue offering a trustworthy tool for the Ummah to connect with the Qur’an and its blessings.  

To enrich your experience even further, we invite you to explore a few steps:  
1️⃣ Open the app’s **Audio** section and try a different reciter or adjust the playback speed for a fresh listening experience.  
2️⃣ Visit the **Qur’an Planner** to set a personalized daily reading goal that fits your schedule, helping you maintain a steady habit.  
3️⃣ Use the **Search & Topics** feature to discover verses related to subjects you cherish, and consider saving them in a **Collection** for later reflection.  

May Allah accept your good deeds and increase you in knowledge and barakah. BarakAllahu feekum. If you have any suggestions or encounter any issues, please submit them at feedback.gtaf.org so we may serve you better.",5,4,4,4
200042147,Jajakallah khayran...But i can not find Bangla word meaning...Please Added bangla word meaning,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your suggestion. We understand how valuable it is for you to see the Bangla meanings of individual words, and we appreciate your patience while we look into ways to serve the Bangla‑speaking Ummah better.  

To view Bangla translations that are currently available, tap the **“Translation”** icon on an ayah and select **Bangla** from the language list; this will show the verse‑level meaning. For word‑by‑word explanations, you can use the **“Word Analysis”** feature, which presently provides meanings in Arabic, English, and Urdu. If you would like a dedicated Bangla word‑meaning option, please submit your request at **feedback.gtaf.org** so our development team can consider adding it in a future update.  

Serving the Ummah by making the Qur’an accessible in every language is at the heart of our mission, and your feedback helps us move closer to that noble goal. We pray that Allah makes your study of the Qur’an easy and rewarding, and we look forward to your continued use of the app.  

May Allah accept from you and us, and bless your efforts. BarakAllahu feekum.",5,4,5,5
200042147,There's a very good app.. Every Muslim should install this app and enjoy it very much 💖💖💖 This app help you in many Islamic things... It is a very useful app also❤️,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; we are delighted to hear that you find it beneficial and encouraging for every Muslim. Your kind words inspire us to continue serving the Ummah with dedication and humility.  

To deepen your journey, you may explore features such as the Quran Planner, audio recitations by many renowned Qāriʾs, and the topic‑explorer to enrich your daily ibādah. If you have any ideas for further improvements, please submit them at feedback.gtaf.org so we can enhance the service for all. May Allah accept our efforts and bless you. BarakAllahu feekum.",5,5,4,4
200042147,Alhamdulillah This app is very Useful. keep creating Apps.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for praising the usefulness of the app; Alhamdulillah, it brings us joy to know it serves you well. Your encouragement inspires us to keep striving in the service of the Ummah, offering tools that help deepen our connection with the Qur’an and its teachings.  

We invite you to continue exploring the many features—such as the Qur’an Planner, audio recitations, and topic searches—to enrich your daily ibādah. If you have ideas for new tools or apps you’d like to see, please submit them at feedback.gtaf.org so we can consider them in future updates. May Allah accept our efforts and bless you in your Qur’anic journey. BarakAllahu feekum.",4,4,3,3
200042147,The challenge with the app are the multiple daily reminders - they just don't switch off,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience; we understand how persistent reminders can become a distraction from your worship, and we sincerely appreciate your patience.

To turn off or adjust the daily reminders, please open the app, tap **Settings** (gear icon), select **Reminders**, and toggle the switch off or set a preferred time/frequency. If the reminders still appear, you can also check your device’s notification settings: on Android, go to **Settings → Apps → [App Name] → Notifications** and disable “Reminders”; on iOS, go to **Settings → Notifications → [App Name]** and turn off “Reminders”. Should you need further assistance or wish to suggest additional reminder options, kindly submit your feedback at **feedback.gtaf.org** so we can track it properly.

We strive to serve the Ummah by providing tools that ease your Ibadah, and your comfort in using the app is part of that noble purpose. May Allah accept your prayers and make your Qur’an reading a source of continual blessing. BarakAllahu feekum, and may Allah accept from you and us.",5,4,5,5
200042147,The update was difficult to use please correct the minor error,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience with the recent update; we are sorry to hear that it has been difficult to use and that a minor error remains. Your comfort while accessing the Qur’an is very important to us, and we appreciate your patience as we strive to serve the Ummah with ease and excellence.

To help resolve the issue, please try the following steps:  
1. Verify that you have installed the latest version from the Play Store/App Store.  
2. Clear the app’s cache (Settings → Apps → [Your App] → Storage → Clear Cache) or reinstall the app to refresh all files.  
3️⃣ If the problem continues, kindly provide the exact error details, device model, and Android/iOS version by submitting a report at **feedback.gtaf.org** so our team can investigate promptly.  

May Allah accept our efforts and grant you ease in your worship. BarakAllahu feekum.",5,5,5,4
200042163,Just excellent.May Allah give u reward.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for the beautiful du‘ā. We are humbled by your appreciation and pray that Allah rewards you abundantly for your encouragement. Your satisfaction is a blessing for us as we strive to serve the Ummah with a noble tool for Qur’an recitation, study, and daily worship.  

To continue benefiting from the app, you may:  
1. Open the app and tap the **Qur’an Planner** to set a personal reading schedule that fits your routine.  
2. Explore the **Mushaf Mode** or select your favorite reciter from the audio list to enhance your recitation.  
3. Use the **Search & Topics** feature to discover verses related to your interests, and consider earning badges as you progress.  

May Allah accept your prayers and increase you in goodness. BarakAllahu feekum.",4,4,4,5
200042163,Best app.. Alhamdulillah Please try to include word by word translation in Tamil... That would be very much helpful. Jazakumullahu khairan,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for the valuable suggestion to add a word‑by‑word Tamil translation. We are delighted that you find the app beneficial, and we truly appreciate your desire to make the Qur’an even more accessible to Tamil‑speaking brothers and sisters.  

To help us evaluate this request more thoroughly, please submit the details of the desired feature (e.g., which sections, display format, or transliteration preferences) at **feedback.gtaf.org**. Our development team reviews all submissions and will consider adding Tamil word‑by‑word translations in future updates, insha Allah. May Allah reward your effort in serving the Ummah and grant you ease in your Ibadah. BarakAllahu feekum.",3,4,3,4
200042163,"Very user friendly, easy to access to the tafsir as well. Well done.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the tafsir feature; we are delighted to hear that you find the app user‑friendly and that accessing the tafsir is easy for you. Your encouragement strengthens our intention to serve the Ummah with a reliable tool for deepening Qur’anic understanding.  

To make the most of the tafsir, you may tap any ayah and hold it to view the full explanation, then explore related topics via the “Explore by Topic” section for broader insight. If you have ideas for additional resources or improvements, please let us know by submitting feedback at feedback.gtaf.org so we can continue enhancing the app for all believers. May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum.",4,4,4,4
200042163,One of the best Quran apps I have ever used!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that our app is among the best you have used; your kind words truly uplift our hearts and motivate us to keep serving the Ummah with sincerity.

We invite you to continue exploring the many features—such as the diverse recitations, Qur’an Planner, and study tools—that help deepen your connection with the Divine Word. May your regular use bring you closer to Allah, and may you find ease in every verse you read or listen to. If you ever have suggestions or need assistance, please feel free to let us know or submit feedback at feedback.gtaf.org.

May Allah accept your good deeds and grant you steadfastness in His remembrance. BarakAllahu feekum.",5,4,5,4
200042163,Great app. May Allal reward you in this dunia and in the akhira. Amen.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your kind words and du‘ā. We are humbled to hear that the app is bringing you blessings in this dunya and, Insha Allah, in the ākhirah. Your encouragement strengthens our intention to serve the Ummah with a tool that helps deepen the connection with the Qur’ān.  

If you have any ideas for new content, tools, or features that could further enrich your experience, please let us know by submitting your thoughts at **feedback.gtaf.org**. Exploring more reciters, topics, or using the Planner and badge system can enhance your daily ibādah, and we are always eager to hear how we can improve. May Allah accept our efforts and your du‘ā, and may He increase you in knowledge and reward. BarakAllahu feekum.",5,4,4,5
200042163,Alhamdulillah after searching a lot finally i got it.Jajakhallahi khaire,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your joy that you finally found the app after your search; al‑hamdulillāh that it meets your need. We are grateful for your kind words and pray that the app continues to be a source of barakah in your Qur’an journey.  

If you wish to explore more tools—such as the Qur’an search, audio recitations, or the Planner—to deepen your ibādah, simply tap the magnifying‑glass icon or the “Explore by Topic” menu. Should you have any suggestions or encounter any issue, please let us know at feedback.gtaf.org so we can serve the Ummah better. May Allah accept our efforts and bless your reading. BarakAllahu feekum.",5,4,4,5
200042163,The reminder is good and always remind me to read the ayah,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that the reminder feature is helping you read the ayah regularly; Al‑hamdulillah, we are pleased that it serves as a gentle nudge toward the Qur’an and strengthens your daily ibādah.  

If you would like to tailor the reminders further—such as choosing specific ayahs, adjusting the time of day, or adding a short audio recitation—please open the app, go to **Settings → Reminders**, and follow the three steps: (1) tap **Select Ayah(s)** to pick your favorite verses, (2) set your preferred **time** and **frequency**, and (3) enable **Audio Recitation** if desired. Should you have any additional ideas or encounter any issues, you are welcome to submit them at **feedback.gtaf.org** so we can continue to improve this khidmah for the Ummah. May Allah accept our efforts and keep us steadfast on His word. BarakAllahu feekum.",4,4,4,4
200042163,"Great Apps if this provide another khat beside uthmani, such as indonesia khat.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your positive experience with the app and for your thoughtful suggestion to include an Indonesian khat alongside the Uthmani script. We truly appreciate your desire to see the Qur’an presented in a style that resonates with the Indonesian‑speaking Ummah, and we understand how such an option could enhance your reading and recitation experience.  

To help us consider this addition, please submit your detailed request through our feedback portal at **feedback.gtaf.org**. Our development team reviews all submissions and will evaluate the feasibility of adding an Indonesian khat, as well as options for easy switching and font‑size adjustments. May Allah reward you for your contribution to improving this service to the Ummah. BarakAllahu feekum, and may Allah accept from you and us.",4,4,4,3
200042163,Probably the best Qur'an App I've ever used. Great and resourceful.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app; it warms our hearts to hear that you consider it the best Qur’an app you have used. Your kind words encourage us to continue serving the Ummah with humility and sincerity.

If you wish to explore even more blessings, you may try the Quran Planner to set personalized reading goals, or tap the Mushaf mode for a classic page‑by‑page experience while keeping your favorite reciter ready. Should you have any ideas for new resources or features, please let us know by submitting feedback at **feedback.gtaf.org**, so we can keep improving this Khidmah for all believers. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,4,3,3
200042163,One of the best Quran learning apps.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to hear that you consider it one of the best Quran learning tools. Al‑hamdulillah, we are grateful that the features—such as the diverse recitations, tafsir, and planning tools—are serving you well in your journey of ibādah.  

If you have a moment, we would love for you to explore additional resources like the interactive quizzes, topic‑based collections, or the new audio translations we are continuously adding, to further enrich your study. Should you wish to suggest any improvements or share more detailed feedback, please submit it at feedback.gtaf.org so we can continue serving the Ummah with the best possible experience. May Allah accept your efforts and bless your learning. BarakAllahu feekum.",5,5,4,5
200042153,ALHAMDULILLAH Upon the Ni'imah of this Qur'an App.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation of the Qur’an app; al‑hamdulillāh that it has become a source of blessing for you. Your kind words encourage us to keep serving the Ummah with dedication and sincerity.  

If you wish to deepen your experience, you might explore the Qur’an Planner to set personalized reading goals, or try the diverse reciters and audio translations for varied reflection. Should you have any ideas for further improvement, please submit them at feedback.gtaf.org so we can continue to enhance this noble service. May Allah accept our efforts and grant you continued benefit from the Qur’an. BarakAllahu feekum.",3,3,3,4
200042153,Easy to read & understand translation.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing that you find the translation easy to read and understand; your kind words encourage us to continue serving the Ummah with clear and accessible Qur’anic resources.  

If you would like to enhance your reading experience further, you may adjust the font size or style in **Settings → Display**, enable the original Arabic text alongside the translation by toggling **Show Arabic**, or explore audio recitations that match the translation in **Audio → Reciters**. Should you have any other suggestions or need assistance, please submit them at **feedback.gtaf.org** so we can keep improving the app for everyone. May Allah accept our efforts and bless your Qur’an study. BarakAllahu feekum.",4,4,3,5
200042153,One of the best Qur'an applications I've ever used!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; hearing that you consider our app “one of the best” fills our hearts with gratitude and encourages us to keep serving the Ummah with sincerity and humility. Al‑hamdulillah, we are pleased that the features have been a source of ease and blessings in your Qur’an journey.  

If you wish to deepen your experience, you may explore the Quran Planner (tap the 📅 icon, set a daily goal, and enable reminders) or try the Mushaf Mode for a familiar page‑by‑page reading. Should you have any ideas for new tools, please submit them at feedback.gtaf.org so we can continue to enhance this service for all believers. May Allah accept our efforts and increase you in knowledge and reward. BarakAllahu feekum.",4,3,3,4
200042153,I downloaded multiple Qur'an apps and I found this one is the best from all the them. This apps gives ton of option to choose from according to your needs.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience; it warms our hearts to hear that you consider our app the best among many and that the many options serve your needs. Your kind words encourage us to continue serving the Ummah with a tool that brings the Qur’an closer to every heart.  

If you have a moment, we invite you to explore some of the deeper features—such as the Quran Planner, custom Mushaf layouts, or the extensive library of recitations and translations—to further enrich your ibādah. Should you think of any additional customization or have suggestions, please submit them at feedback.gtaf.org so we can keep improving. May Allah accept your good deeds and grant you ease in your Qur’anic journey. BarakAllahu feekum.",4,4,3,4
200042153,"Masha'Allah, without single doubt this best and completed Al-Quran App, Alhamdullulillah. Jazakallah khair","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation of the app; Alhamdulillah that it serves you as a complete and beneficial means to connect with the Qur’an. Your kind words encourage us to continue serving the Ummah with humility and dedication.  

If you have a moment, we invite you to explore additional features such as the Quran Planner, audio recitations by various scholars, and the topic‑explorer to deepen your daily ibadah. Should you wish to share further thoughts or suggestions, please submit them at feedback.gtaf.org so we may keep enhancing this blessed resource. May Allah accept our efforts and grant you steadfastness in His words. BarakAllahu feekum.",4,4,4,3
200042153,Quite possibly the best Qur'an app out there!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that you consider our app “the best Qur’an app out there” truly lifts our hearts and motivates us to continue serving the Ummah with sincerity and humility.  

We invite you to keep exploring the many tools we offer, such as the Quran Planner for daily reading, the diverse recitations and translations, and the Mushaf mode for a familiar layout, so your connection with the Qur’an may grow even deeper. Should you have any ideas for improvement, please submit them at feedback.gtaf.org; your input helps us enhance this blessed service. May Allah accept your good deeds and grant you ease in your ibadah. BarakAllahu feekum.",4,4,4,2
200042153,Masha allah Great app May allah reward everyone since he is the most merciful Nice app love dark mode...,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Al‑hamdulillah that the app, especially the dark mode, has brought you ease and pleasure in your worship. Your kind words are a blessing for the team, and we pray that Allah rewards you abundantly for your encouragement.

If you wish to deepen your experience, you may explore the Quran Planner to set personalized reading goals, try the various reciters and translations, or use the search and topic tools to discover more ayahs that inspire you. Should you have any ideas for new features or encounter anything you’d like us to improve, please let us know at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept our efforts and your du‘ā. BarakAllahu feekum.",4,4,3,3
200042153,Very good translation and Tafseer. Easy to understand. Provision of bookmark is very useful. May Allah reward all those who contributed in this project in any way.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app. We are delighted to hear that the translation and tafsīr are clear and helpful, and that the bookmark feature serves you well—may Allah reward all who have contributed to this blessed project.

If you wish to enrich your study further, you may explore the audio recitations or suggest additional languages by tapping **Settings → Feedback** and submitting your ideas at feedback.gtaf.org. May Allah accept your good deeds, increase you in knowledge, and keep the Qur’an close to your heart. BarakAllahu feekum.",4,4,3,4
200042153,I highly appreciate the app and suggest to include modern scientific explaination of the HOLY QURAN,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your appreciation of the app and for offering the valuable suggestion to add modern scientific explanations of the Holy Qur’an. We are humbled by your enthusiasm to deepen the understanding of Allah’s words, and we recognize the importance of presenting knowledge that benefits the Ummah.

To help us consider this feature, please submit the detailed request—including the scientific fields, integration style, citation preferences, level of detail, and language options—through our feedback portal at **feedback.gtaf.org**. Our development team reviews all submissions and will evaluate how best to incorporate such content while preserving the Qur’an’s sacred integrity. May Allah accept our efforts to serve you and the wider community, and may He increase us all in beneficial knowledge. BarakAllahu feekum.",4,4,4,4
200042153,Ma sha Allah One of the best app ever,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words—Al‑hamdulillah that you find the app to be among the best. Your encouragement lifts our hearts and reminds us of the blessed purpose of serving the Ummah through easy access to the Qur’an and its teachings.  

To continue benefiting, we invite you to explore features such as the Quran Planner, audio recitations by beloved Qaris, and the topic‑search tools that deepen your connection with the Divine Word. If you have any ideas for further improvement, please submit them at feedback.gtaf.org so we can keep enhancing this Khidmah for all believers. May Allah accept our efforts and your worship. BarakAllahu feekum.",4,4,3,3
200042132,Awesome. Truly enjoying it and I advice every muslim to have a download of this app.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience and for recommending the app to fellow Muslims. Your kind words encourage us to continue serving the Ummah with a tool that brings us closer to the Qur’an and its beautiful teachings.  

To keep benefiting from the app, you may:  
1. Explore the **Qur’an Planner** to set or adjust a daily reading schedule that fits your routine.  
2. Try the **Mushaf Mode** or the **audio recitations** of your favorite Qāriʾs for deeper memorization and reflection.  
3. Use the **search and topic explorer** to discover new verses and tafsīr that enrich your understanding.  

May Allah accept your good deeds and grant you ease in your worship. BarakAllahu feekum.",5,5,4,4
200042132,Wallah one of the best apps on the planet,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that you consider this app “one of the best” truly lifts our hearts and encourages us to continue serving the Ummah with humility and sincerity. Your kind words are a blessing and a reminder of the noble purpose of our work: to make the Qur’an and its teachings easily accessible for all believers.

We invite you to explore more of the features that help deepen your connection with the Qur’an, such as the Quran Planner for daily reading, the diverse audio recitations, and the rich library of translations and tafsirs. Should you have any ideas for new resources or encounter anything you wish to improve, please let us know by submitting feedback at feedback.gtaf.org so we can serve you better. May Allah accept from you and us. BarakAllahu feekum.",5,5,5,5
200042132,Al hamdullilah Best App made word by word and background voice recetation feel understand with translation very effective jazak'Allah Khairan Team Great Rewards,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app—Al‑hamdulillah that the word‑by‑word translation and the background recitation are helping you understand the Qur’an more deeply, and that you find the rewards encouraging. Your kind words uplift our team and inspire us to continue serving the Ummah with sincere Khidmah.  

If you wish to explore even more translations or customize the recitation audio, you can tap the **Settings** icon, select **Audio & Translation**, choose another language or reciter, and then enable the **Reward Tracker** to see your progress step‑by‑step. Should you have any new ideas for features or further feedback, please submit them at **feedback.gtaf.org** so we can consider them in future updates. May Allah accept our efforts and increase you in knowledge and blessings. BarakAllahu feekum.",5,5,5,4
