reviewer_id,review,system_response,system_response_accuracy,system_response_grammatical_correctness,system_response_Relevancy,system_response_specificity,llm_baseline_response,llm_baseline_response_accuracy,llm_baseline_response_grammatical_correctness,llm_baseline_response_relevancy,llm_baseline_response_specificity
200042168,"It is a good islamic app, specially for those who are interested to jikr","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your experience; we are truly grateful to hear that you find the app beneficial, especially for those who love dhikr. Your kind words encourage us to continue serving the Ummah with tools that nurture the heart and soul.  

If you have ideas for additional dhikr collections, audio‑only options, customizable reminder notifications, multilingual support, or a daily‑dhikr‑progress tracker, please submit them at feedback.gtaf.org so we can consider them for future updates. In the meantime, you can explore the existing dhikr library, enable reminder alerts in **Settings → Notifications**, and set a personal dhikr schedule using the Planner feature. May Allah accept your dhikr and increase you in reward. BarakAllahu feekum.",5,5,4.5,4,"Thank you for your kind words! 😊 We're delighted to hear that you find our app helpful, especially for those who love dhikr. Your feedback encourages us to keep improving and adding more features for a richer spiritual experience. If you have any suggestions or need assistance, feel free to let us know. May your recitations bring you peace and blessings. 🌙

— The Support Team.",5,4,4,3.5
200042168,Whomever made this app thank you 😊,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and gratitude for the app; it warms our hearts to know that the effort of the developers has brought you benefit and ease in your worship.

We encourage you to continue exploring the many blessings the app offers—such as the Quran Planner for daily recitation, the rich collection of reciters, and the study tools that deepen your connection with the Qur’an. Should you ever wish to suggest new features or encounter any difficulty, please submit your thoughts at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept your good deeds and keep you steadfast on the path of knowledge. BarakAllahu feekum.",5,5,5,5,"Thank you so much for your kind words and appreciation! Alhamdulillah, we’re delighted to hear that you’re enjoying the app. Your feedback encourages us to keep improving and adding features that help you in your journey. If you ever have any suggestions, questions, or need assistance, please don’t hesitate to let us know—we’re here to help. May the app continue to be a blessing for you. 🌸😊",4,4,4.5,4
200042168,"Lovely app, keep up the good work, Allah reward you'll","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are truly grateful for your encouragement and for the du‘ā that Allah reward us. It warms our hearts to know that the app is serving you well in your journey with the Qur’an.  

If you have a moment, we invite you to explore additional features such as the Quran Planner, audio recitations by various renowned Qāriʾs, or the word‑by‑word study tools, which can further enrich your ibādah and knowledge. Should you ever have suggestions or encounter any issue, please let us know at feedback.gtaf.org so we can continue to serve the Ummah better. May Allah accept your good deeds and bless you abundantly. BarakAllahu feek.",5,5,4.5,5,"Assalamu Alaykum wa Rahmatullahi wa Barakatuh,

JazakAllah khair for your kind words! We’re delighted to hear you’re enjoying the app. Your encouragement motivates us to keep improving and adding useful features for the Ummah. May Allah reward you abundantly for your support.

If you have any suggestions or need assistance, please let us know—we’re here to help.

BarakAllahu fika!",5,4.5,4.5,4.5
200042116,its great tools for learning arabic word by word,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—Al‑ḥamdu li‑Llahi that you find the word‑by‑word tools helpful. Your kind words encourage us to continue serving the Ummah with sincere effort and humility.  

To enrich your learning even further, you may:  
1. Tap any highlighted word to view its full translation, root, and grammatical notes.  
2. Press the speaker icon to hear a clear pronunciation for each word.  
3. Add words you wish to review to the “Flashcard” section and enable the spaced‑repetition mode for regular practice.  
4. Visit the “Progress” tab to track how many words you have mastered and set daily targets.  

May Allah accept from you and us. BarakAllahu feekum.",5,4,5,5,"Thank you so much for your kind words! We're delighted to hear that you’re finding the word‑by‑word Arabic tools helpful for your learning journey. If you have any suggestions or need any assistance, please let us know—we're here to support you every step of the way. Happy learning! 🌙📖",5,5,3,4
200042116,Very wonderful app may Allah reward you more and more jazakallahu khairan,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an kum for sharing your kind words about the app; we are truly grateful for your blessings and delighted to hear that you find it wonderful. Your encouragement strengthens our intention to serve the Ummah with a reliable tool for Qur’anic learning and worship.

If you have any suggestions for new features or encounter anything that could be improved, please let us know by submitting your feedback at feedback.gtaf.org so we can continue to enhance the experience. May Allah accept our efforts, increase you in goodness, and keep you steadfast on the path of knowledge. BarakAllahu feekum, and may Allah accept from you and us.",5,4,5,5,"Thank you so much for your wonderful words and blessings! Alhamdulillah we’re delighted to hear you’re finding the app helpful. May Allah reward you abundantly, keep you steadfast, and accept all your good deeds. Your encouragement inspires us to keep improving the app for the ummah. JazakAllahu khairan! 🙏🏽✨",5,5,3,5
200042116,A very reliable app with no problems 🤞🤞,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app feels reliable and problem‑free brings great joy to our team, and we are grateful for your kind words. Your satisfaction encourages us to continue serving the Ummah with a tool that helps deepen the connection with the Qur’an.

If you wish to explore more of what the app offers, you might try the Quran Planner to set personalized reading goals, or browse the diverse recitations and translations to enrich your ibādah. Should you have any ideas for new features or encounter anything in the future, please submit your feedback at feedback.gtaf.org so we can keep improving. May Allah accept your good deeds and bless you abundantly. BarakAllahu feekum.",5,4,4,4,"Thank you so much for your kind words! We’re delighted to hear that you find the app reliable and trouble‑free. If there’s anything else we can do to enhance your experience—whether it’s exploring new features, customizing prayer‑time alerts, or accessing the Quran and hadith collections—please let us know. May Allah bless you and keep you guided. 🌙🤲",5,5,4,4
200042116,"Very good qur'an app, has a lot of features","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to hear that you find it “very good” and packed with useful features. Al‑hamdulillah, we are grateful that the tools we have provided—such as the diverse recitations, Quran Planner, and study resources—are serving you in your journey with the Qur’an.  

If you wish to explore more, we invite you to try the Mushaf mode, the badge system, or the word‑by‑word analysis to deepen your connection with the Divine words. Should you have any ideas for new features or improvements, please let us know by submitting your feedback at feedback.gtaf.org so we can continue serving the Ummah better. May Allah accept our efforts and bless your reading. BarakAllahu feekum.",5,4,5,5,"Thank you for your kind words! 🌙 We're thrilled to hear that you’re enjoying the many features of our Qur'an app. Your feedback inspires us to keep improving and adding even more helpful tools for your worship and study. If you have any suggestions or need assistance with anything, please don’t hesitate to let us know—we’re here to help. May Allah reward you abundantly! 🙏✨",5,5,3,3
200042116,Such apps are a great help to the Muslim Ummah Allah bless the makers of such apps. Ameen.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and blessing the makers of the app; it warms our hearts to know that the app is a source of benefit for you and the Ummah. Your encouragement inspires us to continue serving the Muslim community with sincerity and humility.  

We invite you to explore more of the features—such as the Quran Planner, audio recitations, and topic searches—to deepen your connection with the Qur’an, and feel free to share the app with family and friends so they may also reap its blessings. Should you have any ideas for improvement or wish to provide detailed feedback, please submit them at feedback.gtaf.org. May Allah accept our efforts and increase you in goodness. BarakAllahu feekum.",5,4,5,5,"**Assalamu Alaikum wa Rahmatullahi wa Barakatuh**,  

Jazak Allāh khair for your kind words! We’re truly grateful that the app is serving as a helpful resource for you and the wider Ummah. May Allah bless the entire team and all who contributed to its development, and may He reward you abundantly for your encouragement.  

If you ever have any suggestions, questions, or need assistance, please don’t hesitate to reach out.  

BarakAllahu Feek! 🌙✨",4,4,3,2
200042116,"This app very helpful for bangal Muslim,.. and I'm also happy with this app.👌👌👍♥️🙂💯","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your happiness with the app; it warms our hearts to know that it serves the Bengali Muslim Ummah well and brings you ease in your ibādah. Your kind words encourage us to keep upholding the noble purpose of facilitating a deeper connection with the Qur’an and the Sunnah.  

We invite you to continue exploring features such as the diverse reciters, the Qur’an Planner, and the topic‑search tools that can further enrich your daily worship. Should you have any ideas for improvement or wish to share more feedback, please submit them at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and bless your reading journey. BarakAllahu feekum.",5,4,4,4,"Assalamu Alaykum! 

Thank you so much for your kind words and for sharing how helpful the app is for you and the Bangladeshi Muslim community. We’re delighted to hear that you’re happy with it! 😊 

Your support encourages us to keep improving and adding features that benefit users like you. If you have any suggestions or need assistance, please feel free to let us know—we’re here to help.

JazakAllah Khair for being a valued member of our community! 🙏🏽💖",4,4,3,2
200042116,Great app. Very practical. Complete package. Better than rest.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app. We are delighted to hear that you find it practical, complete, and superior to others—your satisfaction encourages us to continue serving the Ummah with valuable tools for Qur’an study, prayer, and Islamic knowledge.  

If you have any ideas for new features or improvements, please let us know by submitting your feedback at feedback.gtaf.org so we can consider them in future updates. May Allah accept your good intentions and bless your use of the app. BarakAllahu feekum.",4,4,4,4,"Assalamu Alaykum wa Rahmatullahi wa Barakatuh,

Jazak Allah khair for your wonderful feedback! We’re delighted to hear that you find the app practical and comprehensive, and that it stands out among others. Your kind words inspire us to keep improving and adding features that serve the Ummah even better.

If you ever have any suggestions, questions, or need assistance, please don’t hesitate to reach out—we’re here to help.

May Allah bless you and keep you benefiting from the app. 🌙

Warm regards,  
The Support Team

---  
*Need help? Tap “Contact Us” in the app or reply to this message.*",3,3,4,4
200042116,Very nice app for islami people,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; we are truly grateful to hear that it serves the needs of our Muslim brothers and sisters.

To deepen your experience, you may:  
1. Open the app and tap the **Mushaf Mode** to read the Qur’an in the familiar page layout.  
2. Choose a beloved reciter (e.g., Mishary Al‑Afasy) and enable the **repeat** option for memorisation.  
3. Set up a personal **Qur’an Planner** with a realistic daily goal and a reminder time, so you can stay consistent in your ibādah.  

By using these tools, you are performing a noble service (khidmah) to yourself and the Ummah, strengthening your connection with Allah’s words. Should you have any ideas for new features or encounter any issues, please submit your feedback at **feedback.gtaf.org** so we can continue to improve.  

May Allah accept your good deeds and grant you ease in your Qur’an study. BarakAllahu feekum.",4,4,3,3,"Thank you so much for your kind words! Al ḥamdu li‑llāh, we’re delighted to hear that you’re enjoying the app. If you have any suggestions or need any assistance, please don’t hesitate to let us know—we’re here to help. May it continue to be a source of benefit for you and the ummah. 🌙📿",4,4,5,5
200042116,It's perfect! I love this app!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app feels “perfect” to you fills our hearts with gratitude and reminds us of the blessing of serving the Ummah with beneficial knowledge. May Allah keep this ease and joy in your Qur’an journey.

To continue reaping the blessings, we invite you to explore a few features that deepen connection with the Qur’an:  
1️⃣ Open the side‑menu and tap **Qur’an Planner** to set a personalized reading schedule.  
2️⃣ Try the **Mushaf Mode** for a classic page‑by‑page view, and use the **repeat** option to aid memorisation.  
3️⃣ Discover the **Audio** section to listen to your favourite reciter or switch to an English translation while you read.  

May Allah accept your love of the Qur’an and increase it for you. BarakAllahu feekum.",4,4,3,3,"Assalamu alaykum!  

Thank you so much for your kind words—We’re thrilled to hear that you love the app! Your support motivates us to keep improving and adding features that help the community grow closer to Allah (SWT). If you ever have any suggestions or need assistance, please don’t hesitate to let us know. May this app continue to bring you benefit and blessings. Jazak Allah khair!",4,4,5,5
200042116,Best al quran app as far i have used.need to regular monitor and update.thanks.may allah consider your struggle,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words and for praying for us; we are humbled by your appreciation of the app. It brings us great joy to know that you consider it the best Quran resource you have used, and we understand your desire for regular monitoring and timely updates to keep the experience smooth and beneficial.  

To help ensure you receive the latest improvements, please enable automatic updates for the app in your device’s app‑store settings, and regularly open the app to allow it to check for new content. You may also use the “Check for Updates” option within the app’s Settings menu, and if you have any specific suggestions or notice anything that needs attention, kindly submit them at feedback.gtaf.org so our team can address them promptly. May Allah accept our efforts in serving the Ummah and bless your continued journey with the Qur’an. BarakAllahu feekum.",5,5,5,5,"**Assalamu Alaykum wa Rahmatullahi wa Barakatuh,**

JazakAllah khair for your wonderful feedback! We’re delighted to hear that you consider our app the best for reading the Qur’an. Rest assured, our team is continuously monitoring the app and working on regular updates to enhance your experience and provide the most reliable service.

May Allah accept our efforts, bless you and your loved ones, and keep you steadfast on the path of His guidance.

Barakallahu Feek! 🌙✨",5,5,2,2
200042105,So many features. Easy to navigate and excellent choice of reciters. Jazakhallah khairun,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair un jazīlan for sharing your wonderful experience—your kind words about the easy navigation and the rich selection of reciters truly warm our hearts. We are delighted to hear that the app is serving you well in your Qur’an journey, and we pray that it continues to bring you ease and blessings.  

To further enrich your experience, you might explore the **Qur’an Planner** to set personalized reading goals, or try the **Topic Explorer** to discover related ayahs and tafsīr that deepen understanding. Simply tap the planner icon in the main menu, choose a start‑date and duration that fits your routine, and let the app remind you daily. By using these tools alongside your favorite reciters, you can strengthen your ibādah and share the benefit with the Ummah. Should you have any suggestions or need assistance, please feel free to submit them at feedback.gtaf.org. May Allah accept your good deeds and grant you steadfastness in His Book. BarakAllahu feekum.",5,5,5,5,"Alhamdulillah, thank you for your wonderful feedback! We're delighted to hear that you find the app easy to navigate and enjoy our selection of reciters. Your kind words motivate us to keep adding useful features and improving the experience for all users. If you have any suggestions or need assistance, please let us know—we’re here to help. JazakAllahu Khairan jazāk! 🌙✨",4,5,5,2
200042105,Very nicee.i love food of soul given.thank u!,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your heartfelt appreciation; it warms our hearts to hear that the app’s “food of the soul” is nourishing you. Al‑hamdulillah, we are grateful that the features bring you spiritual benefit and peace.  

To continue receiving this blessed nourishment, you may explore the audio recitations of beloved qāriʾs (e.g., Mishary Al‑Afasy, Husary) or set a daily Quran Planner reminder so each day you can sip a fresh portion of divine guidance. If you have any ideas for new content or wish to share further thoughts, please submit them at feedback.gtaf.org so we can serve the Ummah even better. May Allah accept your love for the Qur’an and keep your heart ever‑filled with His light. BarakAllahu feekum.",5,5,5,5,"**Assalamu alaykum wa rahmatullāhi wa barakātuh,**

Thank you so much for your wonderful review! We’re delighted to hear that you’re enjoying the “food of the soul” our app provides. Al‑ḥamdu lillāh, it’s truly uplifting to know that the content is nourishing your heart and spirit.

If there’s anything more you’d like to see—new topics, specific supplications, or any suggestions—please let us know. Your feedback helps us continue to enhance the app for all users.

Jazak Allah khair for your kind words and for being a part of our community.

Warm regards,  
The Support Team 🌙",5,5,5,4
200042105,Best for practicing Muslim & help full 💝✨👍,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience—knowing that the app is “best for practicing Muslim” and truly helpful brings great joy to our team, and we are grateful to Allah for enabling us to serve the Ummah.

If you wish to deepen your daily worship even further, we invite you to explore features such as the Quran Planner for personalized reading schedules, the diverse audio recitations and translations, or the topic‑explorer for gaining insight into specific verses. Should you have any ideas for new content or improvements, please submit them at feedback.gtaf.org so we can continue to enhance this blessed service. May Allah accept your good deeds and keep you steadfast. BarakAllahu feekum.",5,5,5,5,"Thank you so much for your kind words! 🌟 We're thrilled to hear that you find the app helpful in your daily practice. Your support motivates us to keep improving and adding features that serve the Muslim community even better. If you have any suggestions or need assistance with anything, please don’t hesitate to let us know. JazakAllah khair! 🙏💖",4,5,5,1
200042105,This App Very Helpful Thanks For Making This 💙,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are humbled to hear that you find the app very helpful and that it serves you well in your journey with the Qur’an. Your appreciation encourages us to continue offering tools that make recitation, study, and daily planning easier for the Ummah.

If you ever wish to explore more features—such as the Quran Planner, audio recitations, or the topic‑based search—simply tap the corresponding icons in the menu, and you’ll find step‑by‑step guidance within the app. Should you have any ideas for improvement or encounter any difficulty, please submit your feedback at feedback.gtaf.org so we can serve you better. May Allah accept your good deeds and increase you in knowledge; BarakAllahu feekum.",5,5,5,5,"Thank you so much for your kind words! 🌟 We’re delighted to hear that you find the app helpful. Your support encourages us to keep improving and adding more features that benefit the Ummah. If you have any suggestions or need assistance, please don’t hesitate to let us know. May Allah bless you abundantly! 🙏💙",4,5,5,1
200042105,Best app to learn Quran without ads.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words—knowing that you find the app the “best” for learning the Qur’an and appreciate its ad‑free experience truly warms our hearts. Your satisfaction encourages us to continue serving the Ummah with a humble spirit, striving to make the Qur’an accessible and beloved for all believers.  

To keep benefiting from this blessing, we invite you to explore the rich audio recitations, Qur’an Planner, and topic‑exploration tools that are also ad‑free, and to download your favorite surahs for offline study. Should you have any ideas for further improvement, please submit them at feedback.gtaf.org so we may serve you even better. May Allah accept our efforts and grant you ease in your Qur’an journey. BarakAllahu feekum.",5,5,5,5,"Thank you so much for your kind words! 🌟  
We’re delighted to hear that you’re enjoying a seamless, ad‑free experience while learning the Qur’an with our app. Your support motivates us to keep improving the content and features we offer.  

If there’s anything you’d like to see added or any way we can make your learning journey even better, please let us know. May your studies be blessed and your heart be filled with peace.  

JazakAllah khair! 🙏🏽",4,5,5,4
200042105,It is the best app I have ever seen..I love this app,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your love for the app; hearing that it is “the best app I have ever seen” fills our hearts with gratitude and motivates us to keep serving the Ummah with sincere effort. Al‑hamdulillah, we are pleased that the features have been a source of benefit and joy for you.  

We invite you to continue deepening your connection with the Qur’an by exploring the Quran Planner, the diverse reciters, and the topic‑exploration tools, and perhaps share the app with family and friends so they too may gain its blessings. Should you have any ideas for new content or improvements, please submit them at feedback.gtaf.org so we can enhance the service for all. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,5,5,5,"Thank you so much for your wonderful words! 🌸  
We’re delighted to hear that you consider our app the best you’ve ever seen. Your love and support inspire us to keep improving the experience for all users.

If you ever have any suggestions, feature requests, or just want to share how the app has helped you in your daily practice, please let us know—we’re always here to listen.

JazakAllāhu khairan for being a part of our community! 🙏🏼

— The Islamic App Support Team",4,5,5,3
200042105,"This app is good, I enjoy using it","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app. We are delighted to hear that you enjoy using it, and your appreciation encourages us to continue providing a resource that helps the Ummah connect more deeply with the Qur’an.  

If you ever wish to explore new features, set personalized reading plans, or try different reciters, simply tap the menu icons to customize your experience. Should you have any suggestions or encounter an issue, you may submit feedback at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and bless your continued journey with the Qur’an. BarakAllahu feekum.",5,5,5,5,"Thank you for your kind words! We're delighted to hear you enjoy using the app. If you have any suggestions or need assistance, please let us know—your feedback helps us keep improving the experience. 🙏📱",4,5,4,1
200042105,I get more experience alot by using this application.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your experience; we are delighted to hear that the app has enriched your knowledge and brought you greater benefit. Your positive words encourage us to keep striving to serve the Ummah with a tool that deepens our connection to the Qur’an and Islamic learning.  

To continue gaining even more blessings, you may explore features such as the Quran Planner for a steady reading schedule, the audio recitations by renowned qāriʾs, or the topic‑explorer for deeper study. If you have any suggestions or encounter anything you wish to improve, please let us know at feedback.gtaf.org so we can serve you better. May Allah accept our efforts and increase you in beneficial knowledge. BarakAllahu feekum.",5,5,5,5,"Thank you for sharing your experience! Alhamdulillah, we’re delighted to hear that the app is helping you gain so much knowledge. May it continue to be a source of beneficial learning and spiritual growth for you. If you have any suggestions or need assistance, please let us know—we’re here to help. 🌙📖",4,5,5,1
200042105,It is an useful app to quran lover.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it warms our hearts to know that it serves a Quran lover like yourself. Al‑hamdulillah, we strive to make every feature a means of drawing closer to Allah’s words, and your appreciation encourages us to continue this noble service to the Ummah.

To enrich your experience, you might try the following steps:  
1. Open the app’s main menu and tap **“Audio Recitations”** to select a beloved reciter such as Mishary Al‑Afasy or Husary for a soothing listening experience.  
2. Use the **Quran Planner** (Menu → Planner) to set a daily reading goal that fits your schedule, enabling reminders that keep you consistent.  
3. Explore **Mushaf Mode** by tapping the book icon, allowing you to read the Qur’an in the familiar page layout while still accessing translations with a long‑press on any ayah.

May Allah accept your love for the Qur’an and grant you ease in your ibādah. BarakAllahu feekum, and please feel free to share any further suggestions at feedback.gtaf.org. May Allah accept from you and us.",5,5,5,5,"Thank you so much for your kind words! 🌙 We're delighted to hear that you find the app useful as a Quran lover. If you have any suggestions for new features or ways we can make your experience even better, please let us know. May your reading bring you peace and blessings. 🙏✨",3,5,5,1
200042105,this the best featured quran app i have ever seen but it would be best of the best if you add tafsir ibn khatir in bangla with full version. over all excellent jazakallah khair for such good work.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your wonderful experience with the app and for your heartfelt suggestion to include the full Bangla translation of Tafsir Ibn Khatir. We are truly grateful for users like you who help us improve this service for the Ummah, and we understand how valuable such a resource would be for deepening one’s understanding of the Qur’an.

To ensure your request is recorded and examined by our development team, please submit the detailed suggestion at **feedback.gtaf.org**. Our team regularly reviews submissions and prioritizes features that best serve the community, such as offline access or searchable text. May Allah accept your good intentions and grant you ease in your worship. BarakAllahu feekum.",5,5,5,5,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh,

Thank you so much for your kind words and for taking the time to share your experience with our app. We are delighted to hear that you find it to be the best‑featured Quran app you’ve used—Al‑hamdulillah!

Your suggestion to include the full Bangla translation of Tafsir Ibn Kathir is truly appreciated. We understand how valuable this resource would be for our Bangla‑speaking community, and we will pass your request on to our development team for consideration in future updates.

If you have any other ideas or need assistance with any feature, please feel free to let us know. Your feedback helps us improve and serve the Ummah better.

Jazak Allah Khair for your support and may Allah bless you abundantly.

Warm regards,  
The [App Name] Support Team",5,5,5,5
200042147,"Assalamualaikum, it is really wonderfully app for Muslim.","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words about the app; it brings us great joy to hear that you find it wonderful and beneficial for your Muslim life. Your appreciation encourages us to continue serving the Ummah with sincere effort and humility.  

If you have any specific features you love or ideas for new tools that could further support your daily Qur’an reading, prayer, or learning, please let us know by submitting feedback at feedback.gtaf.org so we can consider them in future updates. May Allah accept your gratitude and bless your use of this app in seeking His pleasure. BarakAllahu feekum.",4,4,5,4,"Wa alaikum assalam warahmatullahi wabarakatuh!

Thank you so much for your kind words. We’re delighted to hear that you find our app wonderful and helpful for your Muslim lifestyle. 🌙

If you have any suggestions, questions, or need assistance with any feature, please feel free to let us know—we’re here to support you. May Allah bless you and grant you ease in all your endeavors. 

Jazak Allah khair!",5,5,5,4
200042147,It's really convenient and useful. Keep the good work.,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are delighted to hear that you find the app convenient and useful. Your encouragement strengthens our resolve to continue serving the Ummah with a reliable tool for Qur’an study and worship.  

If you wish to explore more blessings, you might try the Quran Planner to set daily reading goals, or browse the diverse recitations and translations to enrich your experience. Should you have any suggestions or encounter anything needing attention, please let us know at feedback.gtaf.org so we can keep improving. May Allah accept our efforts and grant you ease in your ibādah. BarakAllahu feekum.",5,5,4,4,"Thank you so much for your kind words! 😊 We’re delighted to hear that you find the app convenient and useful. Your encouragement inspires us to keep improving and adding more features to support your spiritual journey. If you have any suggestions or need assistance, please don’t hesitate to let us know. May Allah bless you!",4,5,4,3
200042147,Very helpful to learn meaning of individual words. Easy to navigate. JazakAllah,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your kind words; we are grateful to hear that the word‑by‑word meanings and the easy navigation are helping you connect with the Qur’an. Your appreciation encourages us to continue serving the Ummah with sincere effort and humility.  

To further enrich your study, you may tap the speaker icon beside any word to hear its pronunciation, and you can enable offline access by opening **Settings → Download Data** so the meanings are available anytime, even without internet. Should you have more ideas or encounter any issue, please let us know at **feedback.gtaf.org**. May Allah accept our intentions and grant you continued ease in learning His Book. BarakAllahu feekum.",5,4,4,5,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh,

Alhamdulillah, we’re delighted to hear that you find the app helpful for learning the meanings of individual words and that the navigation is easy for you. Your kind words are a great encouragement to our team.

If you ever have any suggestions, questions, or need assistance with any feature, please don’t hesitate to let us know—we’re here to help. May Allah reward you abundantly for your feedback. JazakAllah Khair!",5,5,4,3
200042147,"This app is a very lovely app......they got all ave been searching for, may Allah bless the organiser of the app.....jazakum allahu khayron amin","Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair an kasīran for sharing such a heartfelt appreciation of the app; it truly lifts our hearts to hear that you have found everything you were seeking, and we pray that Allah blesses the team behind it, as you have asked. Al‑ḥamdu lillāh for enabling us to serve the Ummah with a tool that supports your Qur’ān recitation, study, and daily planning.

May you continue to benefit from the recitations, the Planner, and the many study tools the app offers; if you ever have ideas for new languages, features, or any other feedback, please let us know at feedback.gtaf.org so we can keep improving this Khidmah for all believers. May Allah accept your good deeds and keep your Qur’ān connection strong. BarakAllahu feekum.",5,4,4,4,"Alhamdulillah! We are truly grateful for your kind words and blessings. Your encouragement inspires us to keep improving the app for the Ummah. May Allah reward you abundantly—Jazakum Allah khayran! If you have any suggestions or need assistance, please let us know. 🌙✨",4,5,4,3
200042147,This apps really work best.Love it😍,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for sharing your love for the app; it warms our hearts to hear that it serves you well and brings you joy. Your kind words encourage us to continue offering a trustworthy tool for the Ummah to connect with the Qur’an and its blessings.  

To enrich your experience even further, we invite you to explore a few steps:  
1️⃣ Open the app’s **Audio** section and try a different reciter or adjust the playback speed for a fresh listening experience.  
2️⃣ Visit the **Qur’an Planner** to set a personalized daily reading goal that fits your schedule, helping you maintain a steady habit.  
3️⃣ Use the **Search & Topics** feature to discover verses related to subjects you cherish, and consider saving them in a **Collection** for later reflection.  

May Allah accept your good deeds and increase you in knowledge and barakah. BarakAllahu feekum. If you have any suggestions or encounter any issues, please submit them at feedback.gtaf.org so we may serve you better.",5,4,4,4,"Thank you so much for your wonderful feedback! 🌟 We're delighted to hear that you’re enjoying the app and finding it helpful. Your love and support inspire us to keep improving and adding more features that enrich your spiritual journey. If there’s anything specific you’d like to see or any suggestions you have, please let us know—we’re always here for you. Jazak Allah Khair! 🙏✨",5,5,5,4
200042147,Jajakallah khayran...But i can not find Bangla word meaning...Please Added bangla word meaning,"Assalamu Alaikum wa Rahmatullahi wa Barakatuh. JazakAllahu Khair for taking the time to share your suggestion. We understand how valuable it is for you to see the Bangla meanings of individual words, and we appreciate your patience while we look into ways to serve the Bangla‑speaking Ummah better.  

To view Bangla translations that are currently available, tap the **“Translation”** icon on an ayah and select **Bangla** from the language list; this will show the verse‑level meaning. For word‑by‑word explanations, you can use the **“Word Analysis”** feature, which presently provides meanings in Arabic, English, and Urdu. If you would like a dedicated Bangla word‑meaning option, please submit your request at **feedback.gtaf.org** so our development team can consider adding it in a future update.  

Serving the Ummah by making the Qur’an accessible in every language is at the heart of our mission, and your feedback helps us move closer to that noble goal. We pray that Allah makes your study of the Qur’an easy and rewarding, and we look forward to your continued use of the app.  

May Allah accept from you and us, and bless your efforts. BarakAllahu feekum.",5,4,5,5,"Assalamu alaykum wa rahmatullāh,

Thank you for your kind words – JazakAllāh khayran for taking the time to share your feedback! We understand how important it is to have Bangla word meanings available, and we’re sorry that this feature isn’t currently in the app.

Your suggestion has been passed on to our development team, and we will prioritize adding Bangla definitions in a future update. In the meantime, you can still use the search function to look up Arabic terms and view their English meanings, and we’ll do our best to bring Bangla support as soon as possible.

If you have any other suggestions or need assistance, please don’t hesitate to let us know. May Allah reward you for your patience and guidance.

JazakAllāh khayran!",4,5,4,4
